x;y;gid;Name;description;new
5.919514;50.995035;258;Olympia;Restaurant;Restaurant
5.9015142;51.016461;260;Grill Imbiss Loettel / Toni´s Snack mobil;Imbiss;Restaurant
5.9016444;51.0168951;261;Bomanns;Imbiss;Restaurant
5.9005913;51.0160631;262;Landbäckerei Stinges;Bäckerei;Baecker
5.8995975;51.0160634;263;Taste of India;Restaurant;Restaurant
5.8997159;51.0162402;264;Grenzenlos;Restaurant;Restaurant
5.9019428;51.0145538;266;Frituur Imbiss Op de Eck;Imbiss;Restaurant
5.9009167;51.0079158;267;O Português;Restaurant;Restaurant
5.902562;51.01387;268;Park Restaurant Tüddern;Restaurant;Restaurant
5.8976024;51.0144279;269;Pizzeria Byblos;Pizzeria;Restaurant
5.8948334;51.0136134;270;Restaurant Medo;Restaurant;Restaurant
5.8920102;51.0142332;271;El Greco;Restaurant;Restaurant
5.887811;51.017985;272;De Verborge Uul;Restaurant;Restaurant
5.8965405;51.0147378;273;Pizzeria Roma;Pizzeria;Restaurant
5.900501;51.0111895;275;O Hollander Imbiss;Imbiss;Restaurant
5.9004593;51.0142182;276;Schnellrestaurant MED 2 Grill & Pizzahaus;Imbiss;Restaurant
5.952766;51.0206273;277;Original Flammlachs;Restaurant;Restaurant
5.932703;51.023804;278;Restaurant Pfeffer und Salz;Restaurant;Restaurant
5.9371122;51.0283887;279;Pizzeria La Candela;Pizzeria;Restaurant
5.9596525;51.0320786;281;Pizzeria Selfkant;Pizzeria;Restaurant
5.9611116;51.0320527;282;Gasthof Aretz;Gaststätte;Restaurant
5.9904186;51.0245067;284;La Piccola;Pizzeria;Restaurant
5.9911336;51.0253124;285;Bäckerei Franken;Bäckerei;Baecker
5.9912735;51.0248772;286;Görtz R.;Metzgerei;Metzger
5.988999;51.0270225;287;Willy Bomanns;Imbiss;Restaurant
6.0196773;51.0205631;289;Altes Brauhaus Temporary Lodging;Gaststätte;Restaurant
6.03749;51.01398;290;Gleis 3 – Restaurant Zur Selfkantbahn;Restaurant;Restaurant
6.048814;51.012416;291;Pizzeria La Pali;Restaurant;Restaurant
